Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
335,Rice,38,00:00.0,664,Catering Service,Jeffreyshire,Vegan,Snacks
336,Dairy,36,00:00.0,101,Restaurant,East Angelafort,Vegetarian,Snacks
337,Vegetables,5,00:00.0,301,Supermarket,East Laurashire,Vegan,Snacks
338,Chicken,7,00:00.0,735,Restaurant,Westmouth,Non-Vegetarian,Lunch
339,Pasta,40,00:00.0,512,Grocery Store,Port Timothystad,Vegetarian,Dinner
340,Fruits,3,00:00.0,634,Supermarket,Colemanton,Vegan,Dinner
341,Vegetables,48,00:00.0,908,Supermarket,East Phillipton,Vegan,Dinner
342,Vegetables,5,00:00.0,766,Catering Service,Jonathanmouth,Vegan,Lunch
343,Bread,40,00:00.0,563,Grocery Store,East Angela,Vegan,Snacks
344,Vegetables,44,00:00.0,678,Grocery Store,Lake Travis,Vegan,Snacks
345,Pasta,14,00:00.0,346,Grocery Store,Thomasville,Vegetarian,Lunch
346,Chicken,16,00:00.0,2,Grocery Store,East Sheena,Non-Vegetarian,Snacks
347,Chicken,45,00:00.0,567,Catering Service,Jonathanstad,Non-Vegetarian,Breakfast
348,Fish,21,00:00.0,107,Restaurant,West Lauraborough,Non-Vegetarian,Lunch
349,Vegetables,33,00:00.0,766,Catering Service,Jonathanmouth,Vegan,Breakfast
350,Pasta,8,00:00.0,828,Catering Service,Torresshire,Vegetarian,Breakfast
351,Bread,45,00:00.0,678,Grocery Store,Lake Travis,Vegan,Snacks
352,Vegetables,31,00:00.0,692,Supermarket,South Andrewport,Vegan,Dinner
353,Fruits,5,00:00.0,418,Restaurant,Deborahfurt,Vegan,Lunch
354,Pasta,3,00:00.0,380,Restaurant,Lake Christophermouth,Vegetarian,Lunch
355,Pasta,10,00:00.0,662,Supermarket,Port Lesliebury,Vegetarian,Dinner
356,Fish,27,00:00.0,71,Restaurant,Ruizmouth,Non-Vegetarian,Lunch
357,Chicken,1,00:00.0,939,Catering Service,New Monicaside,Non-Vegetarian,Dinner
358,Fruits,41,00:00.0,810,Catering Service,Lake Jason,Vegan,Breakfast
359,Bread,6,00:00.0,811,Grocery Store,East Emily,Vegan,Lunch
360,Chicken,12,00:00.0,22,Catering Service,Port Lisamouth,Non-Vegetarian,Dinner
361,Dairy,17,00:00.0,391,Supermarket,South Jerryside,Vegetarian,Breakfast
362,Chicken,29,00:00.0,785,Catering Service,Lindseybury,Non-Vegetarian,Snacks
363,Bread,24,00:00.0,770,Supermarket,East Melissa,Vegan,Breakfast
364,Fish,33,00:00.0,540,Catering Service,Henrychester,Non-Vegetarian,Snacks
365,Fruits,48,00:00.0,71,Restaurant,Ruizmouth,Vegan,Dinner
366,Chicken,25,00:00.0,331,Catering Service,South Jeffreyburgh,Non-Vegetarian,Lunch
367,Vegetables,38,00:00.0,610,Supermarket,Allenton,Vegan,Snacks
368,Salad,1,00:00.0,826,Supermarket,Lake Karenfurt,Vegan,Lunch
369,Fruits,23,00:00.0,523,Restaurant,Lake Lorrainefort,Vegan,Breakfast
370,Fruits,35,00:00.0,783,Restaurant,Port Melanie,Vegan,Lunch
371,Bread,34,00:00.0,154,Supermarket,New John,Vegan,Lunch
372,Pasta,11,00:00.0,138,Grocery Store,North Sherrimouth,Vegetarian,Snacks
373,Rice,39,00:00.0,252,Grocery Store,Phillipsfort,Vegan,Lunch
374,Chicken,44,00:00.0,709,Restaurant,South Kathryn,Non-Vegetarian,Lunch
375,Vegetables,15,00:00.0,569,Grocery Store,South Russelltown,Vegan,Dinner
376,Vegetables,47,00:00.0,41,Catering Service,Bentleyburgh,Vegan,Lunch
377,Pasta,22,00:00.0,737,Restaurant,Port Andrea,Vegetarian,Breakfast
378,Soup,39,00:00.0,834,Supermarket,Harrishaven,Vegetarian,Lunch
379,Rice,14,00:00.0,312,Restaurant,North Ianbury,Vegan,Lunch
380,Soup,26,00:00.0,985,Restaurant,Harrisonbury,Non-Vegetarian,Snacks
381,Pasta,35,00:00.0,86,Catering Service,New Michelle,Vegetarian,Dinner
382,Salad,42,00:00.0,208,Restaurant,East Garyton,Vegan,Dinner
383,Vegetables,48,00:00.0,783,Restaurant,Port Melanie,Vegan,Lunch
384,Fish,14,00:00.0,614,Supermarket,Robertshire,Non-Vegetarian,Snacks
385,Pasta,7,00:00.0,885,Restaurant,Lake Stephen,Vegetarian,Dinner
386,Salad,30,00:00.0,697,Restaurant,Padillatown,Vegan,Snacks
387,Rice,31,00:00.0,958,Restaurant,Lake Vanessaland,Vegan,Dinner
388,Soup,41,00:00.0,858,Restaurant,Johnsonborough,Vegetarian,Dinner
389,Vegetables,30,00:00.0,707,Supermarket,Laurietown,Vegan,Snacks
390,Soup,19,00:00.0,264,Catering Service,New Richard,Non-Vegetarian,Lunch
391,Bread,40,00:00.0,321,Restaurant,North Edwinchester,Vegan,Lunch
392,Soup,34,00:00.0,599,Restaurant,Carlborough,Vegan,Dinner
393,Bread,50,00:00.0,404,Restaurant,Brownchester,Vegan,Breakfast
394,Fruits,30,00:00.0,485,Restaurant,East Andrea,Vegan,Dinner
395,Vegetables,36,00:00.0,717,Catering Service,Pamelaberg,Vegan,Lunch
396,Dairy,5,00:00.0,726,Supermarket,Shortfurt,Vegetarian,Dinner
397,Salad,14,00:00.0,987,Supermarket,South Kevinhaven,Vegan,Breakfast
398,Dairy,27,00:00.0,802,Catering Service,North Katherineshire,Vegetarian,Snacks
399,Chicken,16,00:00.0,593,Grocery Store,Tammyside,Non-Vegetarian,Lunch
400,Rice,42,00:00.0,897,Catering Service,Villastad,Vegan,Lunch
401,Soup,42,00:00.0,582,Grocery Store,West Dannyland,Vegetarian,Lunch
402,Fish,11,00:00.0,429,Grocery Store,Lake Benjamin,Non-Vegetarian,Lunch
403,Bread,25,00:00.0,133,Catering Service,South Michaelberg,Vegan,Breakfast
404,Salad,10,00:00.0,691,Restaurant,Youngchester,Vegan,Snacks
405,Bread,16,00:00.0,241,Catering Service,Devinmouth,Vegan,Lunch
406,Salad,28,00:00.0,222,Catering Service,Stephanieberg,Vegan,Snacks
407,Chicken,32,00:00.0,912,Catering Service,Blaketown,Non-Vegetarian,Lunch
408,Soup,42,00:00.0,391,Supermarket,South Jerryside,Non-Vegetarian,Breakfast
409,Chicken,46,00:00.0,898,Restaurant,Medinatown,Non-Vegetarian,Dinner
410,Salad,21,00:00.0,273,Supermarket,New Carol,Vegan,Snacks
411,Soup,39,00:00.0,419,Supermarket,Port Peter,Non-Vegetarian,Breakfast
412,Chicken,10,00:00.0,999,Grocery Store,Stevenchester,Non-Vegetarian,Snacks
413,Salad,31,00:00.0,315,Restaurant,Lake Andrewmouth,Vegan,Lunch
414,Vegetables,7,00:00.0,353,Grocery Store,North Aaron,Vegan,Snacks
415,Vegetables,18,00:00.0,537,Restaurant,Callahanside,Vegan,Breakfast
416,Soup,49,00:00.0,888,Supermarket,West Sharonview,Vegan,Dinner
417,Soup,49,00:00.0,196,Restaurant,Bartonborough,Vegan,Snacks
418,Vegetables,19,00:00.0,685,Supermarket,Maysside,Vegan,Lunch
419,Rice,26,00:00.0,585,Grocery Store,Port Donnaton,Vegan,Breakfast
420,Soup,13,00:00.0,386,Grocery Store,Wheelermouth,Vegan,Breakfast
421,Dairy,24,00:00.0,676,Catering Service,Lake Jasmin,Vegetarian,Dinner
422,Soup,2,00:00.0,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast
423,Fish,6,00:00.0,926,Grocery Store,North Chase,Non-Vegetarian,Breakfast
424,Pasta,41,00:00.0,910,Restaurant,Leeburgh,Vegetarian,Lunch
425,Chicken,19,00:00.0,4,Grocery Store,Mendezmouth,Non-Vegetarian,Breakfast
426,Bread,6,00:00.0,461,Restaurant,New Hannah,Vegan,Dinner
427,Soup,34,00:00.0,338,Catering Service,Adambury,Non-Vegetarian,Lunch
428,Dairy,35,00:00.0,242,Restaurant,Michaelport,Vegetarian,Snacks
429,Pasta,34,00:00.0,178,Catering Service,Scottchester,Vegetarian,Lunch
430,Dairy,33,00:00.0,853,Catering Service,East Michelle,Vegetarian,Snacks
431,Pasta,21,00:00.0,144,Catering Service,Bellport,Vegetarian,Lunch
432,Dairy,34,00:00.0,979,Restaurant,West Hunter,Vegetarian,Breakfast
433,Dairy,50,00:00.0,892,Grocery Store,Russellfurt,Vegetarian,Lunch
434,Vegetables,20,00:00.0,460,Grocery Store,Lake Justin,Vegan,Snacks
435,Chicken,26,00:00.0,373,Grocery Store,Aprilberg,Non-Vegetarian,Lunch
436,Pasta,6,00:00.0,126,Supermarket,New Rodneyville,Vegetarian,Snacks
437,Chicken,29,00:00.0,345,Catering Service,North Tracy,Non-Vegetarian,Dinner
438,Dairy,46,00:00.0,84,Restaurant,Marthaside,Vegetarian,Breakfast
439,Fruits,41,00:00.0,986,Supermarket,Port David,Vegan,Dinner
440,Pasta,34,00:00.0,499,Catering Service,Jonathanstad,Vegetarian,Lunch
441,Fruits,2,00:00.0,919,Supermarket,Port Tanyaburgh,Vegan,Lunch
442,Fish,20,00:00.0,905,Restaurant,North Kennethshire,Non-Vegetarian,Lunch
443,Chicken,34,00:00.0,671,Grocery Store,North Catherine,Non-Vegetarian,Lunch
444,Dairy,27,00:00.0,117,Restaurant,Amberton,Vegetarian,Lunch
445,Pasta,13,00:00.0,995,Supermarket,Manningshire,Vegetarian,Lunch
446,Bread,9,00:00.0,39,Supermarket,Brittanyville,Vegan,Snacks
447,Soup,21,00:00.0,736,Supermarket,East Anthony,Vegetarian,Lunch
448,Vegetables,25,00:00.0,221,Supermarket,Walterborough,Vegan,Snacks
449,Dairy,21,00:00.0,655,Restaurant,Jimmyberg,Vegetarian,Dinner
450,Bread,9,00:00.0,368,Grocery Store,North Lindseychester,Vegan,Dinner
451,Fish,14,00:00.0,713,Grocery Store,Smithmouth,Non-Vegetarian,Breakfast
452,Vegetables,47,00:00.0,871,Supermarket,Madelinechester,Vegan,Dinner
453,Fish,21,00:00.0,664,Catering Service,Jeffreyshire,Non-Vegetarian,Lunch
454,Pasta,4,00:00.0,189,Supermarket,Brianside,Vegetarian,Lunch
455,Pasta,17,00:00.0,630,Catering Service,West Matthew,Vegetarian,Dinner
456,Vegetables,16,00:00.0,144,Catering Service,Bellport,Vegan,Snacks
457,Soup,30,00:00.0,347,Supermarket,Louismouth,Non-Vegetarian,Lunch
458,Dairy,16,00:00.0,210,Grocery Store,Paulmouth,Vegetarian,Lunch
459,Rice,2,00:00.0,213,Grocery Store,Andersonville,Vegan,Snacks
460,Dairy,45,00:00.0,202,Supermarket,Vazquezshire,Vegetarian,Dinner
461,Pasta,10,00:00.0,511,Grocery Store,Port Davidshire,Vegetarian,Dinner
462,Soup,22,00:00.0,85,Catering Service,Christopherstad,Vegan,Dinner
463,Soup,36,00:00.0,384,Grocery Store,Jamesfurt,Vegan,Lunch
464,Fish,27,00:00.0,201,Catering Service,Sandrastad,Non-Vegetarian,Lunch
465,Rice,32,00:00.0,532,Grocery Store,Darrylchester,Vegan,Snacks
466,Rice,6,00:00.0,729,Grocery Store,Lake Nathan,Vegan,Dinner
467,Dairy,7,00:00.0,337,Restaurant,New Ricky,Vegetarian,Dinner
468,Fruits,1,00:00.0,258,Restaurant,Lake Anthonyport,Vegan,Breakfast
469,Vegetables,7,00:00.0,388,Supermarket,Manuelhaven,Vegan,Snacks
470,Salad,38,00:00.0,435,Restaurant,Port Leahfurt,Vegan,Dinner
471,Pasta,15,00:00.0,637,Grocery Store,East Williamshire,Vegetarian,Lunch
472,Salad,21,00:00.0,340,Grocery Store,Murrayborough,Vegan,Snacks
473,Chicken,19,00:00.0,528,Supermarket,Markport,Non-Vegetarian,Breakfast
474,Rice,5,00:00.0,215,Grocery Store,New Curtis,Vegan,Dinner
475,Pasta,13,00:00.0,357,Supermarket,Donnaborough,Vegetarian,Dinner
476,Fruits,2,00:00.0,993,Restaurant,East Stephanie,Vegan,Dinner
477,Dairy,40,00:00.0,262,Supermarket,New Carol,Vegetarian,Breakfast
478,Soup,43,00:00.0,928,Catering Service,Zimmermanton,Vegetarian,Lunch
479,Salad,2,00:00.0,786,Restaurant,Basstown,Vegan,Breakfast
480,Pasta,25,00:00.0,517,Grocery Store,Wadeville,Vegetarian,Lunch
481,Dairy,16,00:00.0,705,Grocery Store,East Robert,Vegetarian,Dinner
482,Salad,32,00:00.0,912,Catering Service,Blaketown,Vegan,Dinner
483,Vegetables,36,00:00.0,933,Catering Service,Anthonyborough,Vegan,Snacks
484,Bread,15,00:00.0,133,Catering Service,South Michaelberg,Vegan,Snacks
485,Salad,50,00:00.0,185,Restaurant,Shirleyland,Vegan,Lunch
486,Chicken,9,00:00.0,550,Catering Service,Timothychester,Non-Vegetarian,Snacks
487,Fruits,43,00:00.0,499,Catering Service,Jonathanstad,Vegan,Dinner
488,Fish,22,00:00.0,527,Supermarket,Bonillahaven,Non-Vegetarian,Breakfast
489,Fish,39,00:00.0,705,Grocery Store,East Robert,Non-Vegetarian,Dinner
490,Salad,3,00:00.0,563,Grocery Store,East Angela,Vegan,Snacks
491,Fruits,23,00:00.0,139,Supermarket,Port Connie,Vegan,Lunch
492,Pasta,30,00:00.0,295,Restaurant,Meghanfurt,Vegetarian,Breakfast
493,Fish,26,00:00.0,102,Grocery Store,West Samantha,Non-Vegetarian,Snacks
494,Bread,41,00:00.0,129,Restaurant,Port Emily,Vegan,Breakfast
495,Pasta,34,00:00.0,494,Supermarket,New Denise,Vegetarian,Dinner
496,Chicken,22,00:00.0,552,Catering Service,Pearsonchester,Non-Vegetarian,Dinner
497,Dairy,48,00:00.0,709,Restaurant,South Kathryn,Vegetarian,Dinner
498,Rice,28,00:00.0,507,Grocery Store,Lake Diane,Vegan,Snacks
499,Salad,6,00:00.0,154,Supermarket,New John,Vegan,Snacks
500,Pasta,14,00:00.0,230,Grocery Store,North Melanie,Vegetarian,Dinner
501,Chicken,27,00:00.0,11,Supermarket,South Robert,Non-Vegetarian,Lunch
502,Dairy,40,00:00.0,123,Grocery Store,East Meganfort,Vegetarian,Lunch
503,Rice,40,00:00.0,861,Grocery Store,Lake Kendramouth,Vegan,Snacks
504,Rice,28,00:00.0,227,Grocery Store,Derekport,Vegan,Lunch
505,Pasta,12,00:00.0,494,Supermarket,New Denise,Vegetarian,Snacks
506,Fruits,37,00:00.0,793,Grocery Store,West Brandon,Vegan,Snacks
507,Chicken,43,00:00.0,968,Restaurant,Christopherton,Non-Vegetarian,Lunch
508,Dairy,42,00:00.0,176,Restaurant,East John,Vegetarian,Lunch
509,Dairy,18,00:00.0,980,Restaurant,Port Melissa,Vegetarian,Snacks
510,Salad,33,00:00.0,697,Restaurant,Padillatown,Vegan,Dinner
511,Salad,25,00:00.0,879,Supermarket,Lake Michael,Vegan,Snacks
512,Chicken,20,00:00.0,911,Restaurant,Garciatown,Non-Vegetarian,Lunch
513,Fruits,49,00:00.0,255,Supermarket,Crystalborough,Vegan,Snacks
514,Salad,20,00:00.0,880,Catering Service,Sheenashire,Vegan,Snacks
515,Dairy,10,00:00.0,725,Grocery Store,New Evanport,Vegetarian,Lunch
516,Fish,24,00:00.0,846,Supermarket,South Thomasville,Non-Vegetarian,Breakfast
517,Dairy,4,00:00.0,45,Catering Service,East Deniseborough,Vegetarian,Dinner
518,Fruits,46,00:00.0,210,Grocery Store,Paulmouth,Vegan,Lunch
519,Pasta,43,00:00.0,7,Restaurant,Lake Christopherburgh,Vegetarian,Lunch
520,Fish,23,00:00.0,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast
521,Vegetables,23,00:00.0,792,Catering Service,Mortonfort,Vegan,Snacks
522,Rice,7,00:00.0,783,Restaurant,Port Melanie,Vegan,Lunch
523,Salad,29,00:00.0,351,Grocery Store,South Stefanietown,Vegan,Lunch
524,Soup,25,00:00.0,387,Grocery Store,West Juliabury,Vegan,Snacks
525,Soup,30,00:00.0,717,Catering Service,Pamelaberg,Vegetarian,Lunch
526,Rice,11,00:00.0,883,Supermarket,New Jacob,Vegan,Lunch
527,Dairy,3,00:00.0,674,Restaurant,Anthonyhaven,Vegetarian,Snacks
528,Chicken,6,00:00.0,677,Grocery Store,Williamsmouth,Non-Vegetarian,Snacks
529,Dairy,48,00:00.0,901,Supermarket,West Melissastad,Vegetarian,Dinner
530,Soup,32,00:00.0,583,Catering Service,Marcstad,Vegetarian,Breakfast
531,Salad,42,00:00.0,57,Grocery Store,Port Robin,Vegan,Lunch
532,Bread,50,00:00.0,550,Catering Service,Timothychester,Vegan,Breakfast
533,Fruits,25,00:00.0,273,Supermarket,New Carol,Vegan,Breakfast
534,Vegetables,34,00:00.0,223,Restaurant,Longland,Vegan,Dinner
535,Fish,24,00:00.0,668,Grocery Store,Salinasville,Non-Vegetarian,Snacks
536,Rice,13,00:00.0,683,Grocery Store,Christinetown,Vegan,Dinner
537,Salad,9,00:00.0,949,Supermarket,Lake Deborah,Vegan,Breakfast
538,Dairy,18,00:00.0,840,Restaurant,Cisnerostown,Vegetarian,Lunch
539,Vegetables,14,00:00.0,161,Supermarket,Perezport,Vegan,Breakfast
540,Soup,33,00:00.0,31,Grocery Store,South Kellyberg,Non-Vegetarian,Snacks
541,Vegetables,12,00:00.0,549,Catering Service,East Deborah,Vegan,Dinner
542,Bread,7,00:00.0,926,Grocery Store,North Chase,Vegan,Lunch
543,Fruits,9,00:00.0,526,Supermarket,South Tylerstad,Vegan,Dinner
544,Soup,36,00:00.0,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner
545,Pasta,23,00:00.0,984,Catering Service,South Edwardtown,Vegetarian,Snacks
546,Pasta,33,00:00.0,116,Grocery Store,Moseshaven,Vegetarian,Snacks
547,Chicken,26,00:00.0,825,Supermarket,South Bryan,Non-Vegetarian,Snacks
548,Fish,26,00:00.0,714,Catering Service,North William,Non-Vegetarian,Snacks
549,Rice,34,00:00.0,631,Supermarket,North Kevinhaven,Vegan,Breakfast
550,Rice,16,00:00.0,836,Catering Service,New Ninashire,Vegan,Dinner
551,Chicken,4,00:00.0,245,Restaurant,Lake Heather,Non-Vegetarian,Lunch
552,Dairy,44,00:00.0,98,Supermarket,Gardnerfort,Vegetarian,Dinner
553,Salad,36,00:00.0,93,Supermarket,New Daniel,Vegan,Breakfast
554,Soup,31,00:00.0,754,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast
555,Dairy,47,00:00.0,371,Grocery Store,Solisburgh,Vegetarian,Breakfast
556,Fish,48,00:00.0,938,Restaurant,Hollyhaven,Non-Vegetarian,Lunch
557,Vegetables,20,00:00.0,169,Grocery Store,Lindseyland,Vegan,Dinner
558,Chicken,32,00:00.0,267,Catering Service,Port Kevinburgh,Non-Vegetarian,Snacks
559,Salad,18,00:00.0,814,Grocery Store,Allenborough,Vegan,Dinner
560,Fruits,41,00:00.0,850,Grocery Store,North Stevenbury,Vegan,Snacks
561,Pasta,47,00:00.0,861,Grocery Store,Lake Kendramouth,Vegetarian,Lunch
562,Dairy,3,00:00.0,906,Supermarket,West Kevin,Vegetarian,Dinner
563,Pasta,37,00:00.0,554,Restaurant,Brandyberg,Vegetarian,Lunch
564,Fish,29,00:00.0,518,Grocery Store,Anneville,Non-Vegetarian,Lunch
565,Pasta,36,00:00.0,41,Catering Service,Bentleyburgh,Vegetarian,Lunch
566,Fish,8,00:00.0,328,Grocery Store,Port Rubenville,Non-Vegetarian,Lunch
567,Bread,3,00:00.0,234,Catering Service,New Joel,Vegan,Breakfast
568,Fruits,11,00:00.0,709,Restaurant,South Kathryn,Vegan,Breakfast
569,Fish,20,00:00.0,68,Supermarket,North Elizabeth,Non-Vegetarian,Lunch
570,Vegetables,8,00:00.0,659,Restaurant,East Lori,Vegan,Breakfast
571,Salad,39,00:00.0,49,Supermarket,Lake Traceyburgh,Vegan,Breakfast
572,Bread,46,00:00.0,212,Supermarket,Port Markview,Vegan,Dinner
573,Fish,40,00:00.0,111,Supermarket,South Davidside,Non-Vegetarian,Snacks
574,Vegetables,17,00:00.0,239,Grocery Store,South Bradleyburgh,Vegan,Breakfast
575,Pasta,15,00:00.0,88,Restaurant,Salastown,Vegetarian,Breakfast
576,Salad,35,00:00.0,786,Restaurant,Basstown,Vegan,Lunch
577,Bread,30,00:00.0,161,Supermarket,Perezport,Vegan,Dinner
578,Salad,27,00:00.0,285,Restaurant,West Corey,Vegan,Snacks
579,Dairy,44,00:00.0,885,Restaurant,Lake Stephen,Vegetarian,Breakfast
580,Rice,21,00:00.0,497,Catering Service,Chelseyfort,Vegan,Snacks
581,Salad,8,00:00.0,656,Restaurant,South Tiffanyfort,Vegan,Breakfast
582,Soup,44,00:00.0,501,Grocery Store,Jordanhaven,Vegetarian,Snacks
583,Vegetables,44,00:00.0,938,Restaurant,Hollyhaven,Vegan,Dinner
584,Salad,16,00:00.0,590,Grocery Store,Richchester,Vegan,Snacks
585,Rice,3,00:00.0,514,Supermarket,Maxwellburgh,Vegan,Breakfast
586,Vegetables,37,00:00.0,54,Supermarket,Lake Rachael,Vegan,Breakfast
587,Fruits,22,00:00.0,192,Catering Service,Leslieville,Vegan,Dinner
588,Dairy,31,00:00.0,709,Restaurant,South Kathryn,Vegetarian,Breakfast
589,Rice,49,00:00.0,20,Catering Service,East Samantha,Vegan,Dinner
590,Fruits,11,00:00.0,56,Catering Service,Michaelview,Vegan,Snacks
591,Fruits,19,00:00.0,154,Supermarket,New John,Vegan,Breakfast
592,Rice,13,00:00.0,341,Grocery Store,Lake Ryanbury,Vegan,Lunch
593,Soup,2,00:00.0,515,Restaurant,Snyderton,Vegan,Lunch
594,Chicken,35,00:00.0,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast
595,Salad,42,00:00.0,358,Restaurant,South Crystalberg,Vegan,Lunch
596,Fish,44,00:00.0,158,Catering Service,North Crystal,Non-Vegetarian,Lunch
597,Dairy,12,00:00.0,563,Grocery Store,East Angela,Vegetarian,Lunch
598,Rice,19,00:00.0,981,Restaurant,West Stevenport,Vegan,Lunch
599,Fruits,19,00:00.0,232,Supermarket,Muellermouth,Vegan,Lunch
600,Rice,39,00:00.0,505,Restaurant,Chelseaside,Vegan,Snacks
601,Vegetables,9,00:00.0,140,Restaurant,Watsonstad,Vegan,Snacks
602,Chicken,15,00:00.0,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast
603,Rice,37,00:00.0,858,Restaurant,Johnsonborough,Vegan,Lunch
604,Pasta,47,00:00.0,578,Catering Service,Port Carrie,Vegetarian,Breakfast
605,Vegetables,20,00:00.0,429,Grocery Store,Lake Benjamin,Vegan,Dinner
606,Pasta,36,00:00.0,932,Supermarket,New Ginaborough,Vegetarian,Dinner
607,Vegetables,23,00:00.0,556,Catering Service,Brittanyland,Vegan,Dinner
608,Vegetables,27,00:00.0,17,Catering Service,West Dawn,Vegan,Dinner
609,Bread,38,00:00.0,541,Catering Service,West Karen,Vegan,Breakfast
610,Pasta,13,00:00.0,477,Supermarket,East Jacobchester,Vegetarian,Breakfast
611,Vegetables,40,00:00.0,993,Restaurant,East Stephanie,Vegan,Snacks
612,Vegetables,45,00:00.0,874,Catering Service,Priceland,Vegan,Lunch
613,Bread,42,00:00.0,592,Restaurant,North Brendaborough,Vegan,Dinner
614,Salad,43,00:00.0,146,Supermarket,Jonathanhaven,Vegan,Lunch
615,Salad,11,00:00.0,104,Catering Service,Lake Theresa,Vegan,Breakfast
616,Fish,35,00:00.0,735,Restaurant,Westmouth,Non-Vegetarian,Dinner
617,Soup,27,00:00.0,507,Grocery Store,Lake Diane,Vegetarian,Lunch
618,Soup,9,00:00.0,929,Catering Service,Lake Richardhaven,Non-Vegetarian,Dinner
619,Pasta,46,00:00.0,725,Grocery Store,New Evanport,Vegetarian,Snacks
620,Chicken,7,00:00.0,497,Catering Service,Chelseyfort,Non-Vegetarian,Dinner
621,Soup,23,00:00.0,979,Restaurant,West Hunter,Non-Vegetarian,Lunch
622,Fish,17,00:00.0,857,Supermarket,Jordanborough,Non-Vegetarian,Snacks
623,Salad,38,00:00.0,37,Catering Service,New Amanda,Vegan,Breakfast
624,Fish,10,00:00.0,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast
625,Rice,7,00:00.0,632,Supermarket,Davidville,Vegan,Breakfast
626,Salad,37,00:00.0,274,Supermarket,New Dawnborough,Vegan,Breakfast
627,Vegetables,26,00:00.0,890,Restaurant,Pereztown,Vegan,Breakfast
628,Fish,5,00:00.0,758,Catering Service,Port Patrick,Non-Vegetarian,Snacks
629,Bread,33,00:00.0,694,Supermarket,Amandashire,Vegan,Breakfast
630,Bread,39,00:00.0,478,Catering Service,Lake Regina,Vegan,Snacks
631,Pasta,49,00:00.0,232,Supermarket,Muellermouth,Vegetarian,Dinner
632,Fruits,45,00:00.0,850,Grocery Store,North Stevenbury,Vegan,Breakfast
633,Salad,19,00:00.0,922,Restaurant,Lake Michael,Vegan,Snacks
634,Bread,40,00:00.0,205,Grocery Store,Carlbury,Vegan,Breakfast
635,Pasta,18,00:00.0,251,Restaurant,East Terrancemouth,Vegetarian,Dinner
636,Fish,11,00:00.0,687,Catering Service,North James,Non-Vegetarian,Lunch
637,Chicken,49,00:00.0,873,Catering Service,East Sonyaport,Non-Vegetarian,Lunch
638,Rice,12,00:00.0,421,Supermarket,Kylehaven,Vegan,Dinner
639,Salad,5,00:00.0,60,Restaurant,Wilsonport,Vegan,Lunch
640,Pasta,2,00:00.0,422,Catering Service,Smithfort,Vegetarian,Breakfast
641,Bread,9,00:00.0,692,Supermarket,South Andrewport,Vegan,Snacks
642,Chicken,38,00:00.0,365,Restaurant,West Robert,Non-Vegetarian,Dinner
643,Salad,8,00:00.0,240,Catering Service,Andreaborough,Vegan,Dinner
644,Bread,21,00:00.0,42,Grocery Store,East Nicholasbury,Vegan,Snacks
645,Soup,34,00:00.0,643,Supermarket,North Ebony,Vegetarian,Breakfast
646,Fruits,44,00:00.0,417,Restaurant,East Ashleyshire,Vegan,Breakfast
647,Rice,1,00:00.0,184,Grocery Store,Velazquezview,Vegan,Snacks
648,Rice,42,00:00.0,904,Grocery Store,West Miaside,Vegan,Breakfast
649,Dairy,8,00:00.0,806,Supermarket,West Samuelfurt,Vegetarian,Lunch
650,Soup,40,00:00.0,288,Supermarket,Maynardstad,Non-Vegetarian,Breakfast
651,Pasta,36,00:00.0,72,Catering Service,Jasonstad,Vegetarian,Snacks
652,Fruits,44,00:00.0,634,Supermarket,Colemanton,Vegan,Dinner
653,Soup,50,00:00.0,573,Supermarket,New Thomasmouth,Non-Vegetarian,Breakfast
654,Bread,2,00:00.0,765,Grocery Store,South Douglashaven,Vegan,Dinner
655,Salad,46,00:00.0,491,Supermarket,Samanthabury,Vegan,Snacks
656,Bread,26,00:00.0,432,Restaurant,Carolchester,Vegan,Dinner
657,Rice,14,00:00.0,239,Grocery Store,South Bradleyburgh,Vegan,Lunch
658,Vegetables,4,00:00.0,769,Catering Service,Carrport,Vegan,Dinner
659,Salad,4,00:00.0,707,Supermarket,Laurietown,Vegan,Dinner
660,Salad,42,00:00.0,138,Grocery Store,North Sherrimouth,Vegan,Snacks
661,Bread,12,00:00.0,906,Supermarket,West Kevin,Vegan,Dinner
662,Soup,47,00:00.0,498,Grocery Store,East Craig,Vegan,Snacks
663,Dairy,42,00:00.0,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks
664,Bread,34,00:00.0,327,Restaurant,Villaborough,Vegan,Breakfast
665,Pasta,7,00:00.0,142,Catering Service,Mitchellmouth,Vegetarian,Dinner
666,Vegetables,47,00:00.0,835,Catering Service,Thorntonbury,Vegan,Dinner
667,Soup,30,00:00.0,961,Restaurant,New Amanda,Vegetarian,Lunch
668,Salad,48,00:00.0,357,Supermarket,Donnaborough,Vegan,Snacks
